player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Aaron Lynch,8785,ED,CHI,13,3,0,66.7,0,0,6,82.3,72.8,26.3,59.1,85,73.7,6,7,1,35,12.5,2,0,3,109.7,2,3,3,0,33,353,327,0,0,327,0,0,26,203,117,23,12,11,3,16,1,41,20,20.5
Avery Williamson,8786,LB,NYJ,16,27,1,80.4,0,2,22,60.7,72.8,86.9,61.5,82.8,89.9,1,9,1,70,5,6,4,3,116.7,45,3,1014,13,588,1114,25,0,0,25,0,0,1089,99,427,62,39,88,56,13,3,533,328,11.8
Nat Berhe,8787,S,PIT,2,0,0,100,0,0,25,43.7,43.7,74,56.3,60.6,29,0,0,0,14,33.3,1,1,0,110.4,4,0,16,1,27,32,3,0,0,3,0,0,29,1,4,12,0,2,4,0,0,42,11,10.5
Caraun Reid,8793,DI,DAL,12,3,0,,0,1,9,64.7,66.1,83.9,65.7,59,60.4,2,7,0,,6.3,1,0,0,0,0,1,0,0,2,225,225,50,153,0,22,0,0,127,96,0,12,12,0,10,0,0,0,
Chris Smith,8794,ED,CLV,16,3,2,,0,1,8,64.5,59.6,86.4,52.9,62,45.4,1,8,0,,13,3,0,0,0,0,1,0,0,5,336,336,0,76,161,99,0,0,181,150,0,14,17,0,10,0,0,0,
Devon Kennard,8809,ED,DET,15,11,0,83.3,0,0,11,66.9,60.9,81.9,50,68.5,69.7,7,22,0,16,7.1,3,0,2,130.6,5,7,26,3,84,864,793,0,6,764,23,1,71,425,355,41,25,28,6,36,1,35,37,7
Alfred Blue,8816,HB,HST,1,0,0,,0,0,13,,60,60.5,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Antone Exum Jr.,8817,S,SF,14,4,0,61.5,1,1,28,63.5,65.3,0,65.7,74.4,45.9,1,0,1,35,20,9,5,5,92.5,8,1,146,3,335,594,14,0,0,14,0,385,580,10,249,46,8,32,13,2,1,142,43,17.8
E.J. Gaines,8823,CB,CLV,4,1,0,50,0,0,8,62.5,58.7,82.5,56.9,41.1,29.5,0,0,1,44,38.9,7,2,0,52.3,9,0,12,152,115,181,6,0,0,6,0,0,175,2,64,11,1,10,18,0,0,137,52,15.2
Zach Moore,8833,ED,ARZ,16,2,0,100,0,0,1,41.5,56.1,86.6,62.3,60.1,46.5,3,5,0,16,10,1,0,0,118.8,2,4,0,0,3,246,245,2,66,160,17,0,1,118,125,0,8,7,2,12,0,27,23,13.5
Marquis Flowers,8846,LB,WAS,1,0,0,,0,0,32,62.5,76.9,74.2,,71.4,69.9,0,0,0,,0,0,0,0,0,0,0,9,0,3,12,3,0,0,3,0,0,9,0,9,0,1,1,0,0,0,0,0,
Dan McCullers,8849,DI,PIT,14,2,0,,1,0,25,,63,31.2,64,63.6,27.6,0,3,0,,25,2,0,1,0,0,1,0,0,0,111,111,80,31,0,0,0,0,49,62,0,5,4,0,4,0,0,0,
Andre Hal,8850,S,HST,9,1,1,60,0,0,13,70.9,72.9,79.9,73.2,63.4,30,0,1,3,16,21.4,3,1,0,74.6,3,0,38,1,230,298,2,0,0,2,0,225,296,3,65,32,3,10,5,1,2,27,5,9
T.J. Carrie,8853,CB,CLV,16,4,1,62.1,0,2,8,63.9,66.9,89,71.7,72.1,68.2,0,2,1,40,12.3,10,6,9,78.2,54,1,51,545,604,908,13,0,0,13,0,5,895,8,296,293,20,67,87,3,0,609,256,11.3
Shamar Stephen,8854,DI,SEA,16,7,0,,1,0,29,79.2,59.8,62.4,54.7,61.6,67.3,1,1,0,,3.7,1,0,2,0,0,2,2,0,1,538,536,295,236,0,5,0,2,277,260,0,13,19,0,4,0,0,0,
Beau Allen,8858,DI,TB,14,4,0,,0,0,30,59.5,54.1,68.1,57.7,53.6,27.1,3,8,0,,21.7,5,0,1,0,0,0,0,0,1,386,386,78,299,0,9,0,0,181,204,0,12,14,0,11,0,0,0,
Shelby Harris,8869,DI,DEN,16,8,4,,0,0,10,74.9,90,69.2,70.6,78.3,77.7,6,10,1,,0,0,0,1,0,0,3,1,0,1,391,389,116,231,11,31,0,2,223,167,0,19,24,0,19,0,0,0,
Terrance Mitchell,8888,CB,CLV,8,1,0,54.9,0,1,8,64.3,64,85.9,56.3,58.6,69.9,0,0,1,40,5.1,2,4,2,77.9,28,0,26,381,280,445,15,0,0,15,0,2,430,2,163,21,10,36,51,0,2,308,166,11
Brock Coyle,8929,LB,SF,1,0,0,62.5,0,0,28,27.4,27.7,74.9,54.3,56.1,25,0,1,0,17,50,4,0,0,88.5,5,0,54,1,37,61,3,0,0,3,0,0,58,3,21,3,1,4,8,1,0,66,73,13.2
Kerry Wynn,8938,ED,NYG,14,5,2,,1,2,21,67.6,66.2,71.1,53,70,59.8,0,19,0,,12.5,4,0,1,0,0,2,0,0,1,393,393,6,148,134,105,0,0,289,103,0,20,23,0,21,0,0,0,
Ethan Westbrooks,8976,DI,LA,19,3,1,,0,0,26,60,49.1,29.3,60.6,47.8,73.7,1,9,0,,0,0,0,2,0,0,1,0,0,0,223,223,65,126,2,30,0,0,131,92,0,5,6,0,11,0,0,0,
Denico Autry,8982,DI,IND,14,6,1,,1,2,14,69,69.2,25.4,64.8,68.9,52.3,5,26,0,,17.1,6,0,6,0,0,10,1,0,5,666,664,28,268,119,249,0,2,426,235,0,28,23,0,41,0,0,0,
Shaquil Barrett,9000,ED,DEN,13,3,0,80,0,0,10,57.1,74,57.4,72.5,73.4,58.6,4,6,0,35,8.7,2,1,1,127.1,8,3,47,3,37,276,217,0,2,215,0,0,59,127,112,8,16,18,10,13,1,65,38,8.1
Josh Mauro,9003,DI,NYG,12,2,0,,0,0,21,,66.8,0,55.6,79.9,77.7,0,4,0,,0,0,0,5,0,0,1,0,0,0,270,270,25,72,99,74,0,0,112,158,0,15,18,0,5,0,0,0,
Todd Davis,9007,LB,DEN,16,14,0,76.8,1,0,10,67.7,70.6,37.1,68.8,70.6,61.7,4,5,1,30,11.6,14,5,5,102.4,43,1,788,1,433,842,2,0,0,2,0,0,840,47,362,50,42,93,56,10,2,428,321,10
Kasim Edebali,9011,ED,CIN,1,0,0,,0,0,7,,54.8,64.3,55.8,,,0,0,0,,,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,
Christian Jones,9020,LB,DET,16,9,1,93.5,1,0,11,59.8,64.8,87.4,52.8,68.9,78.4,2,3,0,20,5.3,4,2,1,119.2,29,1,383,6,256,643,226,0,0,226,0,0,417,78,309,28,23,62,31,6,2,231,172,8
Robert Thomas,9022,DI,BUF,2,0,0,,0,0,4,71.7,68.2,74.7,53.2,61.2,,0,0,0,,,0,0,0,0,0,0,0,0,0,17,17,4,11,0,2,0,0,13,4,0,0,0,0,0,0,0,0,
Senorise Perry,9035,HB,MIA,1,0,0,,0,0,17,,60,60.4,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Malcolm Butler,9040,CB,TEN,16,1,0,63.7,3,1,31,69.8,67.1,20.3,79.4,54,58.9,0,3,3,75,11.8,9,6,7,102.7,58,1,34,746,538,836,5,0,0,5,0,0,831,6,292,48,15,66,91,4,7,778,211,13.4
Kerry Hyder,9045,ED,DET,7,2,0,,0,0,11,,57.1,81.5,57.8,54.6,40.2,1,6,0,,25,1,0,0,0,0,1,0,0,0,153,153,68,46,17,22,0,0,106,47,0,2,1,0,8,0,0,0,
Adarius Taylor,9074,LB,TB,15,8,0,83.3,0,1,30,49.6,41.1,58.1,56.1,38.9,64.9,0,4,1,32,10.5,6,4,2,132.6,25,1,520,4,288,635,61,0,0,61,0,4,574,34,313,46,20,43,30,5,4,290,192,11.6
Kenny Ladler,9103,S,NYG,2,0,0,100,0,0,21,59.6,54.1,73.3,59.5,60,77.2,1,0,0,18,0,0,0,0,118.8,2,0,5,0,17,20,0,0,0,0,0,12,20,1,2,3,1,1,2,1,0,26,13,13
Marcus Williams,9115,CB,CHI,3,0,0,75,0,0,6,78,77.5,74.7,,62.8,78,0,0,0,18,0,0,1,0,91.7,3,0,6,25,22,32,0,0,0,0,0,0,32,0,10,1,2,4,4,0,0,26,3,8.7
Tyler Patmon,9135,CB,JAX,7,2,1,72.2,0,0,15,58,60.2,82,76.1,58.4,57.1,0,3,0,33,6.7,1,0,0,92.6,13,0,17,50,147,231,8,0,0,8,0,2,223,10,74,154,3,12,18,3,0,131,65,10.1
Adrian Phillips,9177,S,LAC,18,17,0,56.7,0,1,27,67.5,66,60.9,50.8,62.2,82.5,1,4,2,68,5.7,5,8,1,86.9,38,0,658,7,556,803,17,0,0,17,0,79,786,8,239,41,29,65,67,5,3,564,301,14.8
Zach Kerr,9195,DI,DEN,16,11,1,,0,0,10,63.4,67.4,69.6,55.7,71,47,1,6,0,,13.5,5,0,1,0,0,2,0,0,0,394,394,11,230,51,102,0,0,213,181,0,17,21,0,9,0,0,0,
Damien Williams,9205,HB,KC,1,0,0,,0,0,16,,59.9,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
C.J. Goodwin,9243,CB,DAL,2,0,0,100,0,0,9,37,30,68.9,,60,,0,0,0,27,,0,0,0,118.8,1,0,0,1,2,3,0,0,0,0,0,0,3,0,1,2,0,0,1,0,0,27,9,27
Daniel Sorensen,9253,S,KC,9,9,0,71.4,0,0,16,64.9,60.8,50.3,59.8,52.2,64.7,1,1,2,40,6.5,3,1,2,88.4,20,0,179,26,280,497,51,0,0,51,0,186,446,21,196,55,12,34,28,2,2,220,109,11
Brandon Dunn,9262,DI,HST,15,4,0,,0,1,13,71.2,62.1,69.3,48.6,65.8,57.8,0,4,1,,16,4,0,1,0,0,0,2,0,14,376,374,158,200,0,16,0,2,184,178,0,12,17,0,4,0,0,0,
Joe Thomas,9272,LB,DAL,7,1,0,85.7,0,0,9,62.1,61.7,77,63.2,57.8,57.5,0,1,0,19,11.1,1,0,0,101.8,6,0,49,1,36,62,5,0,0,5,0,0,57,5,21,7,5,7,7,1,0,59,43,9.8
Garrison Smith,9310,DI,ARZ,2,0,0,,0,0,1,,59.2,76.4,60.6,57.7,69,0,2,0,,0,0,0,0,0,0,0,0,0,0,30,30,2,22,0,6,0,0,15,15,0,1,2,0,2,0,0,0,
Mike Pennel,9316,DI,NYJ,16,2,0,0,1,0,22,65.9,86.2,32.2,74.5,86,55.7,2,11,0,,7.7,2,0,3,39.6,0,0,0,0,3,358,358,245,113,0,0,0,0,144,211,0,20,22,1,13,0,0,0,
K'Waun Williams,9332,CB,SF,14,2,0,73.3,1,0,28,66,66.7,21.9,62.4,73.7,60,1,6,0,67,13.5,7,2,6,107.4,33,0,31,19,380,595,5,0,0,5,0,11,590,29,186,529,15,43,45,7,2,317,191,9.6
Dante Fowler Jr.,9436,ED,LA,18,5,0,50,2,2,26,71.6,66.3,42.6,68.4,59,31.8,6,34,0,12,24.3,9,0,5,60.4,2,6,3,0,31,765,755,0,1,753,1,0,10,480,254,7,22,23,4,46,0,16,7,8
Leonard Williams,9439,DI,NYJ,16,8,2,,0,0,22,58.7,77.1,55.8,71.4,76.3,46.9,16,31,0,,17.1,7,0,5,0,0,6,3,0,2,866,863,51,536,186,90,0,3,541,323,0,28,26,0,53,0,0,0,
Vic Beasley Jr.,9441,ED,ATL,16,3,3,87.5,5,0,2,38.2,42.2,9.8,55.8,47.3,24.1,3,24,0,15,50,14,0,10,101,7,6,5,3,28,702,693,0,0,686,7,0,9,460,214,0,14,11,8,33,0,66,58,9.4
Trae Waynes,9444,CB,MIN,14,6,0,66.7,0,0,18,64.6,69.1,85.9,58.4,84.5,84.4,0,0,1,47,6.4,3,6,3,95.4,36,0,73,589,432,693,7,0,0,7,0,1,686,1,260,23,16,38,54,0,2,429,90,11.9
Danny Shelton,9445,DI,NE,15,7,0,,0,0,19,59.9,76.1,86.3,63.2,76.3,35.6,1,13,0,,15.4,4,0,0,0,0,0,0,0,1,345,345,190,146,0,9,0,0,195,149,0,13,15,0,14,0,0,0,
Kevin Johnson,9449,CB,HST,1,3,0,80,0,0,13,47.7,46.1,77.5,,46.6,28.4,0,0,0,14,37.5,3,0,1,139.6,4,0,8,52,41,65,0,0,0,0,0,0,65,0,24,5,0,2,5,0,2,40,21,10
Arik Armstead,9450,ED,SF,16,9,0,,1,0,28,52.4,74.2,44.8,68.2,77.5,56.5,8,26,0,,14.3,7,0,4,0,0,3,2,0,1,608,606,58,87,327,134,0,2,328,279,0,23,33,0,37,0,0,0,
Marcus Peters,9451,CB,LA,19,6,0,68.5,2,0,26,60.6,62.1,51.2,56.8,71.3,66.9,1,1,3,72,8.5,5,8,8,109.7,63,0,77,894,694,1106,12,0,0,12,0,3,1094,1,411,120,14,48,92,2,6,936,312,14.9
Bud Dupree,9455,ED,PIT,16,7,2,92.3,0,1,25,67,60.4,15.4,61,65,61.8,8,32,1,21,12.8,5,0,8,92.6,12,6,32,0,100,869,808,0,1,805,2,0,61,469,300,29,19,27,13,46,1,101,60,8.4
Shane Ray,9456,ED,DEN,11,0,1,100,0,1,10,39,58.3,85.1,61.8,58.1,52,0,9,0,31,11.1,1,0,0,118.8,3,1,37,0,14,253,213,0,2,211,0,0,40,149,90,3,6,8,3,10,0,44,20,14.7
Shaq Thompson,9458,LB,CAR,14,11,0,87.2,0,1,5,61.7,68.7,85.9,62.4,73.9,65.6,2,7,0,30,9.3,7,1,0,102.2,41,4,319,6,283,599,150,0,0,150,0,4,449,76,240,118,29,57,47,13,1,321,177,7.8
Byron Jones,9460,CB,DAL,18,9,0,55.4,1,0,9,80.4,79.9,52.9,56.3,75.5,77.7,0,0,0,53,6.3,5,11,7,92.6,46,0,75,1020,699,1150,6,0,0,6,0,0,1144,2,449,48,22,66,83,0,3,644,135,14
Damarious Randall,9463,S,CLV,15,14,0,65.7,0,0,8,71.4,72.8,66.6,51.8,79,70.6,1,3,4,42,12.1,12,5,1,68.8,23,0,83,91,668,1083,9,0,0,9,0,850,1074,13,402,50,10,73,35,4,2,273,99,11.9
Stephone Anthony,9464,LB,MIA,12,0,0,,0,0,17,65.1,47.4,71.6,,44.7,73.3,0,0,0,,0,0,0,0,0,0,0,22,0,5,28,4,0,0,4,0,0,24,0,23,1,1,1,0,0,0,0,0,
Malcom Brown,9465,DI,NE,18,16,0,,0,0,19,69,63.8,59.9,60.7,63.1,58.3,1,9,0,,4.3,2,0,2,0,0,0,0,0,0,507,506,224,270,1,11,0,1,279,228,0,18,28,0,10,0,0,0,
Landon Collins,9466,S,NYG,12,19,0,76.7,0,1,21,68.2,70.9,83.6,70.8,69.5,65.4,2,3,0,46,11.7,13,3,2,127.8,33,0,478,31,454,804,71,0,0,71,0,109,733,26,324,115,34,79,43,5,3,397,178,12
Mario Edwards Jr.,9468,DI,NYG,15,2,0,,0,1,21,67.2,68.8,29.6,62.2,69.8,73.8,3,6,0,,0,0,0,2,0,0,2,0,0,0,232,232,16,181,5,30,0,0,167,65,0,9,9,0,11,0,0,0,
Preston Smith,9471,ED,WAS,16,12,2,83.3,0,0,32,76.2,76.3,75.2,68.4,72,69.4,9,38,1,11,7.7,4,0,3,48.6,10,6,11,2,51,834,810,0,9,799,2,0,24,468,315,11,27,36,12,53,0,48,27,4.8
Eddie Goldman,9472,DI,CHI,17,6,0,,0,0,6,51.7,87.9,87.2,69.1,90,53.3,0,25,0,,10.9,5,0,0,0,0,3,2,0,1,591,589,188,397,0,4,0,2,375,215,0,31,35,0,28,0,0,0,
Benardrick McKinney,9476,LB,HST,17,26,2,70.2,0,1,13,70.6,80.5,67.3,63.6,87.6,77.3,3,6,1,43,6.7,8,3,1,96.6,33,2,877,6,535,988,85,0,0,85,0,1,903,76,377,19,44,86,47,11,2,346,203,10.5
Eric Kendricks,9478,LB,MIN,14,22,0,73.1,0,1,18,64.9,64.5,39.6,55.4,65.6,77.1,1,7,2,56,6.9,7,5,2,104.7,49,1,819,3,464,877,10,0,0,10,0,11,867,58,355,33,34,73,67,9,3,630,476,12.9
Jaquiski Tartt,9479,S,SF,8,10,0,75,1,0,28,58.5,66.6,80.7,58.8,79.6,66.4,0,1,1,30,9.8,5,1,1,105.7,21,0,203,7,263,437,29,0,0,29,0,111,408,11,163,87,13,36,28,1,2,216,114,10.3
Eric Rowe,9480,CB,NE,4,0,0,61.5,0,0,19,58.5,62.9,80.5,70.4,75.8,80.5,0,1,0,24,0,0,1,0,126.9,8,0,12,65,97,136,1,0,0,1,0,2,135,4,35,56,1,8,13,1,2,106,32,13.3
Denzel Perryman,9481,LB,LAC,9,10,0,70.8,0,0,27,64.7,70.1,82.1,87.3,68.3,53.1,1,2,1,32,15.3,9,1,0,87.3,17,0,334,0,210,386,3,0,0,3,0,1,383,7,169,48,22,40,24,3,1,171,108,10.1
Ronald Darby,9483,CB,PHI,9,4,0,62,1,0,24,70.4,70.6,86.5,60,63.8,58.6,0,0,1,33,11.5,6,8,1,86.5,44,0,36,497,398,542,0,0,0,0,0,4,542,1,143,5,11,42,71,0,3,418,102,9.5
Nate Orchard,9484,ED,KC,4,1,1,,0,0,16,,54.3,0,62.8,58.1,72.6,1,2,0,,0,0,0,1,0,0,0,0,0,0,36,36,0,0,36,0,0,0,25,11,0,1,2,0,3,0,0,0,
Jordan Phillips,9485,DI,BUF,16,6,5,,2,0,4,57.8,49.7,8,64.9,50.6,33.9,1,8,0,,17.2,5,0,5,0,0,1,1,0,2,393,391,25,276,0,90,0,2,186,205,0,15,18,0,10,0,0,0,
Markus Golden,9491,ED,ARZ,11,6,1,100,2,0,1,38.5,52.3,15.6,68.2,50.8,83,4,19,0,9,0,0,0,5,104.2,2,3,4,0,7,393,389,0,2,362,25,0,4,219,167,0,20,24,2,26,0,18,26,9
Randy Gregory,9493,ED,DAL,16,1,0,,1,1,9,64.1,61.7,7,66.8,61.9,71.5,11,25,0,,11.1,2,0,9,0,0,5,0,0,4,522,522,0,0,501,21,0,0,360,158,0,14,15,0,41,0,0,0,
Frank Clark,9496,ED,SEA,17,1,1,100,0,2,29,61.6,77.4,74.4,74.7,69.1,28.9,15,40,1,17,32.5,13,0,2,58.6,7,14,7,0,26,774,766,0,3,748,15,0,8,489,259,1,31,26,7,69,0,53,48,7.6
Jordan Richards,9497,S,ATL,15,5,0,75,0,0,2,63.9,64.6,78.9,67.9,62,56.1,0,1,0,21,13,6,2,0,91.7,21,0,238,11,264,429,27,0,0,27,0,62,402,5,160,90,16,35,28,1,0,182,149,8.7
P.J. Williams,9511,CB,NO,17,5,0,72,1,3,20,48,55,62.1,72.2,83.8,90.8,3,3,1,75,1.6,1,7,8,124.4,67,1,62,100,571,810,24,0,0,24,0,6,786,25,214,618,21,58,93,7,8,851,382,12.7
Eli Harold,9512,ED,DET,11,0,1,,0,0,11,74.8,58.6,49.6,55.2,60.3,77.1,1,3,0,,0,0,0,1,0,0,4,7,0,15,184,170,0,1,162,7,0,14,116,53,6,9,5,0,8,0,0,0,
Jordan Hicks,9517,LB,PHI,14,18,0,79.2,0,0,24,78.1,79.7,61,55.4,79,86.3,2,4,0,75,5.3,5,3,1,111.5,38,3,673,2,462,775,19,0,0,19,0,28,756,61,252,52,31,71,48,9,1,436,308,11.5
Danielle Hunter,9521,ED,MIN,16,9,0,100,0,0,18,69.5,77.8,86.4,70.5,67.1,65,3,48,0,23,9.7,6,0,1,118.8,2,15,1,0,14,879,877,0,7,826,44,0,2,512,353,0,44,47,2,66,0,26,21,13
Carl Davis,9523,DI,CLV,5,0,0,,0,0,8,,46.2,76.5,58.5,44.5,,0,0,0,,,0,0,0,0,0,0,0,0,0,31,31,11,19,0,1,0,0,17,14,0,0,0,0,0,0,0,0,
Henry Anderson,9526,DI,NYJ,16,8,3,100,0,0,22,60.3,74.3,87.9,65.8,73.8,42.5,9,31,0,0,21.1,8,1,1,79.2,1,8,5,0,12,668,663,98,374,69,122,0,5,459,197,0,25,22,1,48,0,0,0,0
Geneo Grissom,9530,ED,IND,2,0,0,,0,0,14,,78,77.7,75.8,59.9,,0,2,0,,,0,0,0,0,0,0,0,0,0,22,22,0,0,22,0,0,0,17,5,0,0,0,0,2,0,0,0,
Steven Nelson,9531,CB,KC,18,7,0,53.1,2,0,16,71.2,72.1,56.8,60,74.1,67,0,0,4,42,10.3,9,11,11,82.8,68,0,122,1125,837,1308,1,0,0,1,0,2,1307,1,470,58,13,71,128,0,7,961,193,14.1
Angelo Blackson,9533,DI,HST,17,6,2,,0,0,13,58.9,58.6,70.6,55,61.5,55.3,1,9,0,,8.7,2,0,1,0,0,1,4,0,7,449,445,22,363,7,53,0,4,259,183,0,9,15,0,11,0,0,0,
Trey Flowers,9534,ED,NE,18,10,2,100,2,3,19,77.3,89.6,58.8,79.9,84.1,74.2,16,51,0,5,5.6,3,0,4,87.5,1,11,7,1,29,892,878,49,179,537,113,0,14,581,282,6,43,41,1,78,0,5,4,5
Justin Hardy,9540,WR,ATL,1,0,0,,0,0,2,,60,60,,,,0,0,0,,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Clayton Geathers,9542,S,IND,14,17,0,71.4,0,1,14,63.6,66.9,87.6,70.7,68.2,71.2,2,2,0,38,11.6,13,2,1,94.9,35,0,297,8,534,867,43,0,0,43,0,428,824,20,313,91,23,82,49,4,1,311,210,8.9
Gabe Wright,9546,DI,OAK,2,0,0,,0,0,23,,44.3,76,53.9,46.4,22.9,0,0,0,,100,1,0,0,0,0,0,0,0,0,28,28,0,28,0,0,0,0,15,13,0,0,0,0,0,0,0,0,
Ibraheim Campbell,9548,S,GB,5,2,0,100,0,1,12,75.6,85,78.6,59.1,84.2,89.4,0,0,0,12,0,0,0,0,94.4,3,0,33,4,72,114,2,0,0,2,0,58,112,1,41,17,5,16,3,0,0,20,0,6.7
Rodney Gunter,9549,DI,ARZ,16,3,1,,0,1,1,67.5,67.8,66.5,63.2,63.3,60.6,4,15,0,,7,3,0,2,0,0,5,1,0,2,641,640,129,473,3,35,0,1,341,298,0,27,37,0,24,0,0,0,
Ramik Wilson,9551,LB,LA,9,6,0,87.5,0,0,26,71.1,61.3,81.6,52.1,47.8,78.1,0,1,0,24,3.4,1,1,0,93.2,14,0,128,4,84,158,4,0,0,4,0,0,154,5,69,21,14,22,16,1,0,102,80,7.3
Josh Shaw,9553,S,TB,7,0,0,75,0,0,30,52,54.7,80.2,60,65.8,74.3,0,0,0,39,10,1,0,0,105.7,6,0,22,6,57,101,8,0,0,8,0,45,93,1,43,19,3,9,8,0,0,79,16,13.2
Za'Darius Smith,9555,ED,BLT,17,14,1,100,0,1,3,63.2,69.6,21.1,77.9,56.5,74.3,17,34,0,12,5.4,2,1,7,102.5,5,10,12,1,33,741,726,6,123,427,170,0,15,485,223,1,21,21,5,61,0,43,43,8.6
Kwon Alexander,9557,LB,TB,6,10,0,93.1,0,2,30,57.1,57.4,83.9,78.8,49.5,51.4,1,4,0,35,14.8,8,2,1,120.7,27,1,337,1,213,366,4,0,0,4,0,5,362,32,121,19,20,36,29,6,2,216,128,8
Javorius Allen,9558,HB,BLT,1,0,0,,0,0,3,,59.9,60,,60,,0,0,0,,,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Damien Wilson,9560,LB,DAL,18,4,0,80.8,0,1,9,32.9,43.8,80.8,61.4,55.8,32.5,1,2,0,53,20.5,8,1,0,136.5,21,1,127,1,115,307,97,0,0,97,0,0,210,27,165,82,12,27,26,4,3,196,110,9.3
Grady Jarrett,9570,DI,ATL,14,14,0,,0,2,2,61.2,90.4,68.4,86.7,84.8,64.8,11,36,0,,9.3,5,0,3,0,0,6,0,0,4,712,711,157,429,4,121,0,1,463,245,0,30,35,0,53,0,0,0,
Adrian Amos,9575,S,CHI,17,10,0,71.1,0,0,6,85.5,82.7,66.7,73.3,78,74.1,0,2,3,30,10.7,9,5,2,80.9,32,1,297,2,749,1096,8,0,0,8,0,685,1088,5,342,104,18,65,45,3,3,271,78,8.5
MyCole Pruitt,9576,TE,TEN,1,0,0,,0,0,31,,59.9,60,,60,,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Bobby McCain,9578,CB,MIA,14,3,0,73.5,5,0,17,54,57.9,61.6,86.1,65.7,51.6,0,2,1,66,15,9,3,7,120.7,50,2,115,421,462,823,4,0,0,4,0,0,819,9,352,283,20,48,68,4,6,556,272,11.1
David Parry,9584,DI,MIN,3,0,0,,0,0,18,61.7,59.9,79.8,60,51.7,70.1,0,2,0,,0,0,0,0,0,0,1,0,0,0,50,50,36,14,0,0,0,0,33,17,0,3,2,0,3,0,0,0,
Kyle Emanuel,9586,LB,LAC,16,5,0,87.5,0,0,27,38.6,48.6,39.7,61.1,61.4,55.1,1,1,0,58,13.5,5,0,1,158.3,14,0,148,0,99,254,87,0,0,87,0,0,167,17,138,19,14,27,16,2,4,203,114,14.5
Tyeler Davison,9587,DI,NO,16,6,1,100,1,1,20,54.1,62.1,58.5,54.5,71.6,66.3,1,8,0,12,8.3,2,0,2,95.8,2,2,0,0,12,493,492,186,299,0,7,0,1,273,208,0,13,16,2,11,0,14,11,7
Tony Lippett,9589,CB,NYG,2,0,0,60,0,0,21,32.4,34.1,75.6,,60,27,0,0,0,49,50,1,1,0,104.2,3,0,0,23,23,24,0,0,0,0,0,0,24,0,1,1,0,1,5,0,0,81,38,27
David Mayo,9602,LB,CAR,11,3,0,77.8,0,0,5,70.7,58.7,87.5,62.9,45.9,30.1,0,4,0,49,30.8,4,1,0,143.5,7,0,117,0,59,145,21,0,0,21,0,0,124,14,72,5,4,6,9,4,1,86,62,12.3
D.J. Alexander,9605,ED,PHI,2,0,0,,0,0,24,,60,60,,60,,0,0,0,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,
Michael Bennett,9613,DI,ATL,2,0,0,,0,0,2,,66.7,77,56.1,69.6,69.8,0,1,0,,0,0,0,0,0,0,0,0,0,0,39,39,3,29,0,7,0,0,22,17,0,2,3,0,1,0,0,0,
Geremy Davis,9619,WR,LAC,1,0,0,,0,0,27,,60,60,60,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Darius Philon,9625,DI,LAC,18,10,1,100,1,1,27,57.9,65.7,55.2,63.3,66.9,35.6,4,20,0,9,23.8,10,0,3,104.2,1,5,3,0,4,655,652,43,526,33,50,0,3,408,243,0,20,22,1,29,0,9,11,9
L.T. Walton,9632,DI,PIT,4,1,1,,0,0,25,,58.5,77.4,55.7,60.2,68.4,0,1,0,,0,0,0,0,0,0,0,0,0,0,52,52,3,29,1,19,0,0,29,23,0,1,1,0,1,0,0,0,
